tweet_text,label,url
keremim iphone kullanıyorsun filistine bomba olarak dönüyor sıkıntı olmasın sonra,product,https://twitter.com/picshuayi/status/1943712598395850795
İsrail destekçisi Prada giyer. iPhone kullanır. İslamcıların dümenden Filistin savunusunun özeti eleman.,product,https://twitter.com/metehanyenen/status/1943774876352860360
iphone boykot yalnız kerem kardeş,product,https://twitter.com/dougjudy31/status/1943728708545589561
"wattpad yasaklandi discord yasaklandi spotify yaptirimlardan oturu ulkeden cekilme kararini degerlendiriyor  hala daha ""ben yt music, apple music kullaniyorum."" tweetleri goruyorum",product,https://twitter.com/nedesemyetmez/status/1943652898727944343
+abi spotify kapanmış -apple music var kardeşim :))  +abi discord kapanmış -teams var kardeşim :))  +abi grok kapanmış -open ai var kardeşim :))  +abi ananı sikmişler -babam ne güne duruyor kardeşim :)),product,https://twitter.com/fuckinslang/status/1943667185433350499
hublot boykot gömlek prada boykot  telefon apple boykot  ama işine gelince de filistin’e çok güzel sahip çıkarsın,product,https://twitter.com/vitocnefreti/status/1943715928945938703
size 1 iq twitter kullanıcısı örneği   - spoti yasaklandı  : olsun yt music var  - yt music yasaklandı : olsun apple music var  - apple music yasaklandı : ? - ?,product,https://twitter.com/batiliyimya/status/1943695951278833920
Yeri üretim Vestel marka çamaşır makinesi;  • Türkiyede 30.479 ₺ • Almanyada 17.491 ₺,product,https://twitter.com/bgyetherr/status/1864074581427831292
Satışlarin hadi yüzde 10 düştü  şirketin değeri dolar bazlı yüzde 70 düştü. Be namussuz be hırsız DOLANRİCİ şirket devlet bankalarına da rapor yayinlatip tüm milleti soyarsin. HIRSIZSİN DOLANRİCİSİN ŞEREFSİZSİN #zoren #vesbe #vestl #vestel #bist100,product,https://twitter.com/BIST100trader_/status/1943594721118478588
"Yetkili servisinizin taktığı klima ektedir.  @Vestel   Ya da takmaya çalıştığı mı demeliydim? Klimayı tavana paralel, kapıyı da ortalayarak takmaları gerektiğini öğretin isterseniz yetkili servisinize (PM Elektronik Beşiktaş)?  Düzeltmek için de ücret talep ediyorlar!?",product,https://twitter.com/Legend_TF/status/1942185885065252935
"Evet arkadaşlar, gelin size Vestel’in beni nasıl mağdur ettiğini anlatayım: Yaklaşık iki yıl önce aldığım Vestel buzdolabının kapağı açık kalmış. Bunun üzerine cihaz arızalandı. Hemen Vestel yetkili servisini aradım",product,https://twitter.com/yeliztbk/status/1942668044058386740
Ürünler benim ama hala bir çözüm yok maalesef. @VestelDestek @Vestel @denetlecomtr @buckberi ekibine teşekkür ederim ilgi alakaları için.  #vestel pişmanlıktır. Almayın aldırmayın. #arçelik #beko #bosch #profilo #Samsung,product,https://twitter.com/VestelMagduru/status/1944097462311858239
