tweet_text,label
Sokağa döküp üstüne video çekme barbarlığı yerine milletin kursağına göndermiş kral. Allah birini bin etsin,0
"Sokak röportajı:  ""Bir evde 4 kişi var, 4 telefon var. Az harcasınlar. Şu 40 liraysa, yarım kilo al.  Alım gücü düşmedi. Devletimizin hiç de bir kabahati yok.""",0
"Almanya'ya yerleşen bir Türk:  ""Bugün iş yerinde biri iyi nefes alamadığı için acil yardım istendi, ambulans helikopter geldi.  Türkiye'de öğrenciyken bir kafede çalışıyordum. Panik atak krizi geçirip nefes alamamıştım, su iç geçer, akşam servisi başlayacak demişlerdi.""",0
1.78 boyunda olan erkeklere cok dikkat edin hepsi cok komik kisilikler bi anda kendinizi asik olmus buluyorsunuz,0
Şerbeti ocakta unutan bir vatandaş:  “Kızım şerbete bakmayı unutmuş. Şerbet 40 dakikada bildiğin kömür olmuş. Şeker diye kimyasal satıyorlar.  Daha önce de şerbeti yaktığım oldu ama sadece koyu kahverengi bir renk olmuştu. Hayatımda ilk defa yaşadığım olay…”,0
Kurt sadece yediği ayazı değil bugün yediği sıcağı da unutmamalı,0
Süper güç arif keser taksisine binen kız çok centilmensin dediği için aşık oldu ksksksldkdldçd,0
"seni saklarım aklımdaki düşten, gözümdeki yaştan,  uçan kuştan.",0
Akasya durağında öğretmen olan mehmet hoca boş vakitlerinde taksicilik yapıyordu her bölüm durakta oturuyor aq bu kadar boş vakitleri oluyo mu öğretmenlerin,0
"Çok ayıp edildi bu adama çok. Nuri baba herkese hisse verdi bu adama vermedi,  eşi menapoza girmişti bi kızı sakattı bı kızı kocaya gitti oğlu desen müptezelin birisiydi, bütün bunlar yetmezmiş gibi taksi sürerken öğrencisine yakalandı mücadeleyi hiç bırakmadı hocam",0
Ne olursa olsun başkentin bir takımı 500bin euroyu denkleştirip ödeyemiyorsa ve bunu kamuoyuyla paylaşma gereği duyacak kadar zor durumdaysa kulübün kapanması en doğru seçenek,0
benim 3 kişiliğim var:  konuşmam. çok konuşurum. kendi kendime konuşurum,0
"Yaklaşık 6 ay kadar ne yesem kusmuştum sürekli acildeydim. En son 40 kgydim, yaşım 22. Doktor en son 39,9 görürsem yatış veririm sana dedi.  Okulda da son senem son dönemim ödüm koptu bitiremem diye. Kussam bile sürekli ağzıma bir şeyler tıkıyordum. Kilo vermemek için. Hayatımda+",0
Takı takmaktan daha güzel bir şey varsa o da daha çok takı takmaktır,0
şöyle bir childhood dream paylaşayım: first day in a high tech company,0
"merhabalar, bilgisayar mühendisliği 3. sınıf öğrencisiyim yapay zeka alanında zorunlu yaz stajı arıyorum open positionlar var mı acaba",0
"Yıl 2015 Rahmetli Haydar Baş Hoca: Türkiye'yi bölme senaryosu harekete geçtiğinde Akp, Mhp, Hdp bir olup Türkiye'yi bölecekler. Chp de göstermelik muhalefet yapacak.",0
Keşke aylık takı için ayrı bir param ols o parayı sadece takılara versem ve tüm takıları alabilsem çok güzel olmaz mıydı,0
"Hepimize tiyatro izletiyor operasyon çocukları. 3-5 göstermelik silah bırakma, öpüşüp koklaşma, kapanış. Silahlar nerede ulan, uçaksavarları nerede, mayınları nerede? Şu olanlara inanıp mutlu oluyorsa bir yurttaş, önce namusunu ve kanını sorgulasın.  Aşağılık şerefsizler.",0
Bi öyle bi böyle oynayın aferin olum size tüm yol arkadaşlarınızı alırlar içeri siz devam edin bu çizgiden,0
"dolar bugün 40 tl yiğit. makam mevki uğruna binlerce insana yalan attın, ekran önünde cahil cühelayı manipüle ettin. tüm yalanlarına yalamalarına değdi mi yiğit bulut?  bak şimdi nasıl anılıyorsun. bir insan nasıl yaşarsa öyle ölür.",0
Erdemli Ülkü Ocakları olası yangında ilk müdahale adına ormanlara pet şişe içerisinde sular bıraktı.,0
"ne de üstün üstün sigara içiyor, üstün üstün sakalı saçı beyazlamış, nede üstün işler yapıyor maşallah...  Allah ıslah etsin.",0
"olum gidin önce bir iman edin lan. ""allah beni üstün yarattı çünkü ben türküm"".. basbaya küfür bu söz. inandığın dinden haberiniz yok olum",0
hicbir is iscinin canindan kiymetli degildir dunyayi donduren iscilerin elleridir,0
Yerin dibine batsın çözüm süreciniz Donunuza kadar da şehitler için bağış yapsanız siz bu coğrafyada sadece terörist olarak anılacaksınız ciğerimizi yaktınız ciğerimizi şerefsizler,0
ilerde kocam bu dunyada her seyini kaybetse bes parasiz kalsa bile ben yaninda olurum onu birakmam ama eve kedi almama izin vermezse kocami birakirim,0
"YTÜ öğrencileri mezuniyet töreninde kayyum rektöre sırtlarını döndü. Protestoya aileler de destek verdi. Rektör protesto yapan öğrencilere “Herkes kendine yakışanı yapar, biz devam edelim, herkes özgür"" şeklinde cevap verdi.",0
evde bes dakka fazla yatip telefona bakinca pederin ben senin yasindayken isimli hikayelerini dinlerken,0
"soykırıma ses çıkarmanız için o toplumun size göre ""makul"" olması gerekiyorsa, bok gibi insanlarsınız. filistin herkesin kanayan yarası olmalı. aksini düşünenlerin nasıl pis kalplere sahip olduğunu alıntı ve mentionlarda görebilirsiniz. bayrağı ters tutmuşuz, bizim ayıbımız olsun",0
Erkeklerin fikri umrumuzda değil Erkeklerin fikri umrumuzda değil Erkeklerin fikri umrumuzda değil Erkeklerin fikri umrumuzda değil,0
Adamların silah bırakma tiyatrosu için seçtikleri mağara Kurtuluş Savaşımız sırasında Musul’u İngilizlerden geri alma faaliyetlerini yürüten Özdemir Paşa'nın üs olarak kullandığı Cesena Mağarası. Burada bile mesaj veriyorlar.,0
"Terörsüz Türkiye hepimizin arzu ettiği bir şey elbette… Ama tiyatroya dönen bugünkü haliyle değil. Yaşadığımız ikinci Habur olayıdır. 30 teröristi bir alana toplayıp, üç beş silahı yakma görüntüsü inandırıcı değildir.",0
"Kamu görevi sırasında kul hakkı yiyen kim varsa Allah belasını versin! Bütün CHP’li belediyeleri yolsuzluk yapıyor gösteren, yolsuzluk yapan AKP’lileri aklayan adaletiniz de batsın! Türkiye’nin büyük bir temizliğe ihtiyacı var. Ancak bu temizlik bu iktidarın kirli elleri ile yapılamaz!",0
"Vatansever, Cumhuriyetçi, Atatürkçü, inandığı değerler için yaşayan, kalemi keskin, bu topraklarda yetişip, bu topraklar için mücadele eden Nihat Genç’i kaybettik. Kendisine Allah’tan rahmet, ailesine ve sevenlerine başsağlığı diliyorum.",0
"Güle güle, rüzgara karşı yürüyen Atatürk Türkiyesinin korkusuz evladı, keskin kalem #NihatGenç! ailesinin ve sevdiklerinin başı sağ olsun",0
Azrail bile taraf tutuyor aq Allah rahmet eylesin...,0
Son delikanlı da gitti. Meydan köçeklere kaldı. Mekanın cennette Kuvayı Milliyecilerin yanı olsun büyük vatansever.,0
2 Temmuz 1993’de yaktılar 1 Temmuz 2025’de yakmaya çalıştılar  Aklımızı başımıza almazsak  Birleşemezsek hep birlikte yanacağız Unutursak yok olacağız #unutMADIMAKlımda,0
"Bugün Silivri Cezaevi’nde Ekrem İmamoğlu’nu ziyaret ettim. Kendisinin mesajını sizlerle paylaşıyorum.   “Önce adalet, önce hürriyet, sonra bereket!”",0
Meraklı Varank,0
"Dünyanın en samimi, en fedakar insanları olan Memleket Partililere benimle birlikte yürüdükleri için yürekten teşekkür ediyorum.   Memleket Partisi Kurultayından sonra bütün yol arkadaşlarımı CHP’ye üye olmaya davet ediyorum. Çünkü; yolcu değişir, yol değişir ama hedef değişmez!",0
"Yapay zekâ odaklı projeler kripto para dünyasını dönüştürüyor! The Graph, Render ve Fetch ai gibi coin’ler, merkeziyetsiz yapay zekâ çözümleriyle yepyeni bir dönemin kapısını aralıyor.  Kriptopara dünyasıyla ilgili bilgiler ve analizler için Stablex’i takip edin.",0
sinan engin abdülkerim durmaz'a ihanet ediyor edit küle dönmüşsün,0
Rahmetli güzel sallıyordu..,0
büyüklüğü şaka mı deriz mesela,0
ne düşündü acaba,0
Türkiye’de an itibari ile muhalif kanal kalmamıştır.,0
"Katillere barış elçisi denmesi TSK'ya ve milletimize hakarettir! Böyle bir hata karşısında sessiz kalamayız. Adalet, Türk milletinin onuruna yakışır!",0
Galatasaray Efsanesi dermiyiz artık   Victor Osimhen - Bamba,0
Bugün günlerden Victor Osimhen,0
Victor Osimhen'e yapılan teklifi banka garantili olunca 70'e çektik..  Bu duruma bir napoli tarftarın tepkisi,0
"4 kişi 1 telefon mu kullanacak yani, beklenti bu mu 2025 yılında?",0
70 yaş ve yukarısı ölmeden bu ülkeye huzur yok..,0
"işte kapitalizmde ""sanat""  kendinizi, dolayısıyla eserinizi ne kadar metalaştırırsanız sanatınız o kadar iyi sanat oluyor. hadise'den de bağımsız genel durum bu.",0
Beyonce u bilmem ama Hadise full ingilizce parça kassa Dua Lipa yı sollardı,0
Hepsi yolunu bulmuş oranı buranı aç özgür kadın ve Atatürkçü ol müşterin çok olur. Sonra da ay bir eğlendik bir eğlendik şahanesin hadise diye yorumlar olur. Hadise de kazandığı çuvalla parayı taşımaya uğraşır.,0
"Sevgilimle birlikteliğimizin 57., nikahlı birlikteliğimizin 49. yılını baş başa kutladık... Sizlerle paylaşmak istedim…",0
"Afrika'dan getirilen sömürge ailesinin torunu Yunan milliyetçiliği yapıyor, Türkiye'nin en büyük kulüplerinden biri PKK yandaşı iş adamıyla sponsor pazarlığı yapıyor.  Gökten vahiy indi de Türklere milliyetçilik haram mı edildi, ne oldu?",0
"aga masak raporlarında bu kadının kara para akladığı ispatlanmışken binlerce usulsüz iş tespit edilmişken nasıl oluyorda böyle bir karar çıkıyor, kusura bakmayın ama bu ülke bana maaşlı çalışan birisi olarak kendimi aptal gibi hissettiriyor…",0
ben yokken ankara,0
"#Ankara değişik bi yer, kalınca sıkılıyorum gidince özlüyorum, ailem tanıdıklar burda ondan mı bilmem.. Bi denizi olsa belki de herşey hallolacak :)",0
bazen 4 takipçili itülü hesaplar twitterdan beni takip etmeye başlıyo ben de itülü diye geri takip ediyorum stalklayan exleri falan varsa duyurulur,0
dostlar aile yok öğrenciyim ve tatlı bi araba minik hem de okula falan gidemez miyim hahhaja,0
burayı hanginiz açtı marmaris’te,0
Yanlış söylenmiş kardeşim. Memleketin her bir karış toprağı gibi itü de vatansever Türk gençlerinin. Okulu bir avuç sempatizana bırakacak halimiz yok.,0
"İSRAİL SİYONİZMİNE KARŞI DİRENİŞİMİZ SÜRECEK!  Gazze'ye temel gıda malzemeleri sağlamak ve bu hususta farkındalık yaratmak amacıyla Sicilya'dan tamamen silahsız olarak 12 mürettebatıyla yola çıkan Madleen adlı gemi, geçtiğimiz saatlerde siyonist İsrail rejimince uluslararası sularda durduruldu ve bütün mürettebatı gözaltına alındı.   Hiçbir toprak parçası, din ve ırk; binlerce çocuğun suçsuz yere acı çekmesini, öldürülmesini, ailesini kaybetmesini haklı kılamaz. Türk solu olarak Filistin ile dayanışmamız sürmektedir. Deniz'lerden, Mahir'lerden bu yana kavgamız daha da hiddetlenmiştir!   Gazi Direniş olarak, Özgür Filistin'in yanında olduğumuzu gururla beyan ederiz.",0
"Henüz 22 yaşındaydı, Şehit Şenay Aybüke Yalçın. Müzik öğretmeni olmuştu, hayalini kurduğu gibi. Mesleğinin ilk yılında, yüreği öğrencilerine adanmıştı. Batman’ın Kozluk ilçesinde, gülümsemesiyle çocuklara umut oluyordu.  9 Haziran 2017’de, terör bir kez daha en masum olanı hedef aldı. Terör örgütünün saldırısında, hayatının baharında, karneleri dağıtmaya hazırlandığı gün, Aybüke öğretmen aramızdan ayrıldı. O kurşunla o sınıflar yetim kaldı.  Aybüke öğretmenin aramızdan ayrılışının sekizinci senesinde hatırasını büyüyen bir özlemle anıyoruz.  Bu vesileyle Gazi Direniş olarak terörün her şekline ve her türlüsüne karşı olduğumuzu bir kez daha hatırlatarak terörü lanetliyoruz.",0
"iki hafta önce çalıştığı ülkeyi b-2 sprinter bombaladı, millet kovuldu diyor",0
"20+ Gol atacak forvete gelince..  20+ Gol atacak Forveti Çok istiyorduk.  HALEN DE İSTİYORUZ!  Ama sabrımız,taşmak üzere...  48 saat verdim Ali Ekber Ağabeye ona da selam olsun buradan  Oldu oldu olmadı  B C D'ye gidicez",0
yarını yeni hayatımın ilk günü ilan ediyorum iyi geceler,0
"MHP Lideri Devlet Bahçeli:   ""Yeni yüzyılın mimarı Türk milleti olacak.""",0
Enflasyondan haberi yok adalet ülkeyi terk etmiş yeni yüzyılın mimarligindan bahsediyor,0
ŞLKASFŞLİKASŞLİFKASİŞLFKASŞLİFKASŞİLKFLŞAİSKFŞLİASKFŞİLASKFLŞİASKŞİFLKSAİŞLFKASŞİLKFŞİLASKFİŞASFASFSAŞLKASFŞLİKASŞLİFKASİŞLFKASŞLİFKASŞİLKFLŞAİSKFŞLİASKFŞİLASKFLŞİASKŞİFLKSAİŞLFKASŞİLKFŞİLASKFİŞASFASFSA,0
Ülkemi kalmış çöktük çöküyoruz,0
SON DAKİKA | Osimhen Galatasaray'da.,0
"Haddinden kilolu insanlar valizli insanlar 2 kisilik yeri gasp ediyor, milletin simarik veletleri yuzunden huzurumuz bozuluyor bunlarin hepsinin bi cezası olsun hic sorumlulugum olmayan seylerin etkisini yasiyorum amk",0
Benim eski isimde teknik sefim erkekti dunyanin en sinsi adamiydi adamla denk dusmek istemiyordum mobbingin allahini uyguluyordu sans iste,0
Kaç sene nikahsız yaşadığınızı bu kitlenin bilmesinin bir amacı var mı????? ..yinede hpyy annvrsry .,0
Bismillahirrahmanirrahim,0
"Biz seni de tanıyoruz muhalifçilik oynayan siyaset uzmanı .  Senin mantığına göre üst güvenlik bürokrasisi de ekremi tehdit olarak görüp siyasetten sildi,onu da desteklemen lazım",0
Bir İstanbul takımı destekleyip aynı zamanda Gençlerbirliği sempatizanı olan arkadaşlara kin kusmak yerine onları kazanmaya çalışmalıyız. Bu kulüp artık kabuğundan sıyrılıp daha geniş kitlelere ulaşma yolunda. O arkadaşlara sayıp sövüp uzaklaştırmayı doğru bulmuyorum.,0
1. dönem kombine alma hakkımı kullanabilmek için son çare kör kupon yaptık... geceye ya batacağız ya çıkacağız,0
"beyler bayanlar, stickerlar sökülmez, üzerine yapıştırılır. hatta hafiften boşluk bırakıp tamamını kapatmazsın ki kime kontra attığın belli olsun.  çıkardığım sonuç: türkiye'de futbol kültürü olmadığı gibi taraftarlık kültürü de yok.",0
"Dün gece bir grup ergenin Gençlerbirliği bayraklarına saldırdığı videoları kaldırdım. Belli ki bunları yapanlar bir takımın taraftarı bile değil, kendilerine eğlence arıyor.  Ancak videoyu alıntılandığım hesap, bir takımın ismini kullanarak bu videoları paylaşıyor. Bilginize.",0
"Stadyuma sığmayan Napolililer'in gol sevincine bak. Juve, Inter ve Milan'ın toplamda 75 şampiyonluğu var, bunlar gidip sadece 3 şampiyonluğu olan takımı destekliyorlar. Yoksa siz TC vatandaşlarından daha iyi bildiğinizi mi sanıyorsunuz?",0
9 Ağustos cumartesi günü saat 19.00 itibariyle yeni sezona her zaman ki gibi maratonun ortasında başlıyoruz HAYDİ GENÇLER.,0
Playlist yapmam lazım ama üşeniyorum,0
2 Temmuz'da bu görüntüleri servis ettiler.  6 Temmuz'da metan gazından şehit haberi duyurdular.,0
Osimheni sattıktan sonra 2.taksiti bekleyen napoli başkanı,0
kabus gördüm diye tüm ev halkını uyandırdım mutfakta birlikte oturuyoruz bu da bazı en küçük çocuk şımarıklıklarından biri işte,0
"“her şey değişecek zannederek geçirdiğim yıllardan sonra, hala geceleri her şey değişecek diye düşündüğümü fark edince kötü oldum”",0
34 bedene düşüşün sırrını açıklıyorum arkadaslar stres ve üzüntüyle gelen mide bulantısı,0
aile evinde kendime vakit ayıramayışımı şu şekilde özetleyim 80 sayfalık kitabı 10 gündür bitiremedim,0
5ay sonra instamı geri açtım görüyorum ki rahat bi 15 kişi nişanlanmış 19 20 kişi falan,0
atatürk'ün gençliğe hitabesinde bahsettiği gençliğin biz olduğunu fark etmemizin vaktidir.,0
"İlk basta herkes iyidir. Insanlarin ilk söylediklerine degil, son yaptiklarina bakacaksin. Eğilmedik bükülmedin satmadık. Hadi bana eyvallah ben artık yokum. @kirmizikara   @G_Birligi_Haber   @yurtspor1",0
"Gençlerbirliği'nde bugün yapılan Olağan Genel Kurul, divan heyetinin tüzüğe uymaması sebebiyle sonuç ne olursa olsun mahkeme tarafından iptal edilecektir.",0
Adamlık cinsiyet meselesi değil şahsiyet meselesi.  Yazık size. Yazık size gösterilen saygıya sevgiye. Yazık size Agbi deyişlere. Bundan sonra sizde Arif Ölmez gibi anılacaksınız !  Osman Sungur yanlış yapmış. Arif ile ortak olup Osman’ı bitireceklermiş !  İnsanın bir duruşu olur !  Yazdığının konuştuğunun arkasında durur !  Bu saatten sonra biriniz değil topunuz gelin… Bu bir seçim düellosu değildir .  Şeref haysiyet meselesidir onur meselesidir !  Arkadan hançerlenmenin tam adresidir !  Hodri meydan ! Bu saatten sonra ne Agbi tanırım ne dost tanırım nede hayır !  @kirmizikara   @G_Birligi_Haber   @yurtspor1,0
"Kağızmana Ismarladım Nar Gele. Kars, 1987.",0
KARS programımızın ilk gününden kareler.,0
"Böyle manzaraya uyanmak  Ardahan,güvenocak yaylası",0
"Arkadasim atti. Diyarbakir cafelerinde tatlı olarak ""bakir tasda karpuz"" satılıyomus... batiya gelemez misin?",0
128 milyar dolar ne büyük parasin be bu evden 150 tane alirrr,0
Çok iyi yatırım yapmış. Bi de zekasını beğenmezsiniz…..,0
Bedava,0
ARKADAŞLAR SON GÖNDERİMİ YAYALIM LÜTFEN,0
Fenerbahçe İhtiyar heyeti için mi aldı !,0
Titreyin geliyoruz,0
Cincon ağlamaaaaa,0
10 numaranın sahibi geldi,0
"Abartın da abartın. Bu çocuk prime dönemlerinde en baba 30,35 istatistikler yapabilmiş. Yani 2 maç var 5 maç yok gibi düşünün. Kısacası bizim Arda'nın 2 level altı gibi işte. Asla kötü demiyorum. Kendimi kanıtlamış bir oyuncuya kötü denmez. Fakat abartıya gerek yok diyorum.",0
"1995’te Bosna’da BM’nin “güvenli bölge” dediği Srebrenitsa’da 8.372 müslüman Boşnak, Sırp askerlerce sistematik biçimde katledildi.   Dünya ise sadece izledi.  Klasik Avrupa işte bayılıyorlar soykırıma.",0
lise son sınıftayken Bosna Hersek soykırımı proje ödevimdi ödevi yaparken yapılan zulümleri iskenceleri dinlerken yüreğim dayanmamıştı Allah hepsine rahmet eylesin.,0
"Srebrnitsayı geçelim artık şimdi Filistin soykırımını konuşalım … asla unutmayacağız, unutturmayacağız !",0
Sen kimsin de Srebrenitsa’yı geçelim diyorsun? Allah’tan kork,0
Tutar bu uygulama bedava kahvede varsa,0
Güzel mantık,0
Daha oraya otursam telle oynayamam,0
Eskiden katalog ile yapıyorlardı. Şimdi uygulama kisvesi ile.,0
Araplasmayalim diye diye fransizlastik,0
"Kırk tane gebeşe,  kırk tane makale yazdırsanız,  kırk ayrı promter kurup okumaya çalışsanız,  kırk fırın ekmek yiyip kırk sene daha o kürsülerde böğürseniz, bu annenin samimiyetiyle üç lafı peşpeşe edemezsiniz. Peltek dilleriniz dolaşa dolaşa, tek ayak üstünde kırk yalan söylüyorsunuz. Kendinizi bile ikna edemiyorsunuz.",0
meyvelere bak bizim market raflarindan iyi,0
"Türkiye nüfusu nun %70 inden daha iyi besleniyorlar amq, inek kadar değerimiz yok",0
E bu haber mi şimdi yıllardır türkiyede çiftçiler de öyle yapar. Kendi adıma söylüyorum hayvancılıkla uğraştığımız zamanlarda karpuz şeftali elma armut gibi besinleri yedirirdik hayvana,0
Köyde ahırda bizim ineklerle en keyif aldığım an onlara annemin gün aşırı bi leğene özellikle kışın hazırladığı meyve kabukları ve dünden kalan meyve sebzelerin karışımını vermekti. Öyle güzel yiyorlarki acayip mutlu oluyorsun izlerken.,0
"İsviçre'ye inek olarak başvurup, vize almak isteyenler olacaktır.. Bol şans..",0
hic bildiginiz sacma sapan ama kritik bilgi var mi ortamlarda satilcak fln,0
"Beşiktaş, Kyle Walker-Peters ile anlaşmaya çok yakın! Oyuncu temsilcisinin bir talebi oldu. Çözülürse imzalar atılacak!",0
Hint-Arap ülkelerinde doğma ihtimaliniz ise %25 idi,0
"1960-2010 yılları arasında doğduysanız, başka bir ülkede değil de Türkiye'de doğma ihtimaliniz %1.08 idi.  Tebrikler!",0
Burçlar Tek Kelimeyle  Koç: İlerleme Boğa: Gerçeklik İkizler: Özgünlük Yengeç: Yaratım Aslan: Liderlik Başak: Anlayış Terazi: Keskinlik Akrep: Sezgi Yay: Mantık Oğlak: Kesinlik Kova: Anlayış Balık: Ruh,0
Çevrende seni aynen şöyle destekleyen ve mutluluğunu isteyen dostların olacak gerisi zaten hallolur;,0
AAAAAAAAAAAAA,0
"Bazen bir adım geriye gitmek, Seni ateşten koruyabilir ...",0
"Duygudan değil, dünyadan uzak",0
ilgi bekliyor ilgi başkalarına gidiyor :),0
Kedilerin her yerde uyuyabilmesi aşırı tatlı ahdnkenfkf,0
Adalet bakanının önündeki kağıtlara okumadan imza atması tam bir hukuk devleti olduğumuzu gösteriyor,0
"Türk düşmanlarını yok et Allah'ım, hayırlı cumalar.",0
sabahtan beri di marzio ile fabrizio’nun profilde takılmaktan bizim italyanca,0
"Kvaratskhelia, Mbappe'ye o hareket öyle yapılmaz diyor.",0
Ağzına sağlık annem benim. #SusmaSustukçaSıraSanaGelecek,0
Evim ol Kurtar beni Sonum ol Dilerim ki,0
AFFETMEYECEĞİZ! HELALLEŞMEYECEĞİZ BARIŞMAYACAĞIZ!,0
ve en acısı yuzme bilmiyosun,0
sevdiğin kadınla evlenip 2 saat kapıda hazırlanmasını beklemek,0
sultan II. Keklik Han hazretlerinin kene kralına mektubu,0
